Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
705,Slovenia,788,Tunisia,Export,192,2015
757,Switzerland,222,El Salvador,Export,192,2015
757,Switzerland,60,Bermuda,Export,191,2015
442,Luxembourg,376,Israel,Export,191,2015
372,Ireland,834,United Rep. of Tanzania,Export,191,2015
458,Malaysia,524,Nepal,Export,191,2015
842,USA,728,South Sudan,Export,191,2015
36,Australia,348,Hungary,Export,190,2015
458,Malaysia,191,Croatia,Export,190,2015
620,Portugal,214,Dominican Rep.,Export,188,2015
620,Portugal,218,Ecuador,Export,188,2015
620,Portugal,191,Croatia,Export,188,2015
348,Hungary,188,Costa Rica,Export,188,2015
752,Sweden,795,Turkmenistan,Export,188,2015
842,USA,762,Tajikistan,Export,188,2015
100,Bulgaria,860,Uzbekistan,Export,187,2015
381,Italy,430,Liberia,Export,187,2015
792,Turkey,862,Venezuela,Export,187,2015
705,Slovenia,268,Georgia,Export,187,2015
554,New Zealand,686,Senegal,Export,186,2015
124,Canada,104,Myanmar,Export,186,2015
616,Poland,52,Barbados,Export,186,2015
703,Slovakia,512,Oman,Export,186,2015
826,United Kingdom,340,Honduras,Export,186,2015
344,"China, Hong Kong SAR",72,Botswana,Export,186,2015
842,USA,690,Seychelles,Export,185,2015
792,Turkey,292,Gibraltar,Export,185,2015
392,Japan,798,Tuvalu,Export,185,2015
604,Peru,682,Saudi Arabia,Export,185,2015
152,Chile,780,Trinidad and Tobago,Export,184,2015
352,Iceland,440,Lithuania,Export,184,2015
579,Norway,44,Bahamas,Export,184,2015
724,Spain,533,Aruba,Export,184,2015
124,Canada,703,Slovakia,Export,184,2015
792,Turkey,388,Jamaica,Export,184,2015
222,El Salvador,36,Australia,Export,183,2015
591,Panama,381,Italy,Export,183,2015
616,Poland,144,Sri Lanka,Export,182,2015
124,Canada,450,Madagascar,Export,182,2015
792,Turkey,462,Maldives,Export,182,2015
752,Sweden,860,Uzbekistan,Export,182,2015
320,Guatemala,478,Mauritania,Export,181,2015
826,United Kingdom,262,Djibouti,Export,181,2015
642,Romania,729,Sudan,Export,181,2015
36,Australia,686,Senegal,Export,181,2015
642,Romania,262,Djibouti,Export,181,2015
724,Spain,800,Uganda,Export,181,2015
344,"China, Hong Kong SAR",454,Malawi,Export,180,2015
440,Lithuania,76,Brazil,Export,180,2015
124,Canada,233,Estonia,Export,180,2015
100,Bulgaria,262,Djibouti,Export,180,2015
246,Finland,860,Uzbekistan,Export,180,2015
344,"China, Hong Kong SAR",324,Guinea,Export,180,2015
604,Peru,780,Trinidad and Tobago,Export,180,2015
757,Switzerland,336,Holy See (Vatican City State),Export,179,2015
705,Slovenia,31,Azerbaijan,Export,179,2015
826,United Kingdom,430,Liberia,Export,179,2015
752,Sweden,686,Senegal,Export,179,2015
208,Denmark,800,Uganda,Export,179,2015
705,Slovenia,795,Turkmenistan,Export,179,2015
616,Poland,384,C衰te d'Ivoire,Export,179,2015
300,Greece,704,Viet Nam,Export,179,2015
372,Ireland,768,Togo,Export,179,2015
724,Spain,430,Liberia,Export,179,2015
152,Chile,440,Lithuania,Export,179,2015
276,Germany,28,Antigua and Barbuda,Export,178,2015
392,Japan,462,Maldives,Export,177,2015
579,Norway,388,Jamaica,Export,177,2015
554,New Zealand,288,Ghana,Export,177,2015
191,Croatia,36,Australia,Export,177,2015
554,New Zealand,32,Argentina,Export,177,2015
124,Canada,524,Nepal,Export,177,2015
620,Portugal,458,Malaysia,Export,176,2015
251,France,72,Botswana,Export,176,2015
440,Lithuania,51,Armenia,Export,176,2015
251,France,876,Wallis and Futuna Isds,Export,175,2015
348,Hungary,608,Philippines,Export,175,2015
792,Turkey,148,Chad,Export,175,2015
591,Panama,724,Spain,Export,174,2015
826,United Kingdom,454,Malawi,Export,174,2015
124,Canada,304,Greenland,Export,174,2015
484,Mexico,531,Cura神ao,Export,173,2015
348,Hungary,144,Sri Lanka,Export,173,2015
792,Turkey,600,Paraguay,Export,173,2015
320,Guatemala,792,Turkey,Export,173,2015
616,Poland,324,Guinea,Export,173,2015
208,Denmark,768,Togo,Export,172,2015
757,Switzerland,795,Turkmenistan,Export,172,2015
300,Greece,604,Peru,Export,172,2015
757,Switzerland,417,Kyrgyzstan,Export,171,2015
381,Italy,659,Saint Kitts and Nevis,Export,171,2015
372,Ireland,800,Uganda,Export,171,2015
203,Czech Rep.,288,Ghana,Export,171,2015
276,Germany,706,Somalia,Export,171,2015
458,Malaysia,192,Cuba,Export,170,2015
579,Norway,218,Ecuador,Export,170,2015
703,Slovakia,31,Azerbaijan,Export,170,2015
344,"China, Hong Kong SAR",388,Jamaica,Export,170,2015
208,Denmark,188,Costa Rica,Export,170,2015
752,Sweden,4,Afghanistan,Export,169,2015
554,New Zealand,328,Guyana,Export,169,2015
100,Bulgaria,152,Chile,Export,169,2015
251,France,496,Mongolia,Export,169,2015
591,Panama,558,Nicaragua,Export,169,2015
348,Hungary,591,Panama,Export,169,2015
152,Chile,586,Pakistan,Export,168,2015
196,Cyprus,344,"China, Hong Kong SAR",Export,168,2015
554,New Zealand,52,Barbados,Export,168,2015
826,United Kingdom,670,Saint Vincent and the Grenadines,Export,168,2015
703,Slovakia,764,Thailand,Export,167,2015
251,France,260,Fr. South Antarctic Terr.,Export,167,2015
792,Turkey,740,Suriname,Export,166,2015
233,Estonia,818,Egypt,Export,166,2015
196,Cyprus,704,Viet Nam,Export,166,2015
604,Peru,12,Algeria,Export,166,2015
276,Germany,232,Eritrea,Export,166,2015
196,Cyprus,400,Jordan,Export,165,2015
344,"China, Hong Kong SAR",332,Haiti,Export,165,2015
381,Italy,20,Andorra,Export,165,2015
724,Spain,446,"China, Macao SAR",Export,165,2015
724,Spain,894,Zambia,Export,164,2015
604,Peru,838,Free Zones,Export,164,2015
724,Spain,624,Guinea-Bissau,Export,164,2015
826,United Kingdom,450,Madagascar,Export,164,2015
191,Croatia,704,Viet Nam,Export,164,2015
703,Slovakia,352,Iceland,Export,164,2015
246,Finland,68,Bolivia (Plurinational State of),Export,164,2015
246,Finland,690,Seychelles,Export,164,2015
100,Bulgaria,554,New Zealand,Export,164,2015
579,Norway,320,Guatemala,Export,164,2015
251,France,694,Sierra Leone,Export,163,2015
705,Slovenia,170,Colombia,Export,163,2015
842,USA,498,Rep. of Moldova,Export,163,2015
826,United Kingdom,659,Saint Kitts and Nevis,Export,163,2015
300,Greece,120,Cameroon,Export,162,2015
372,Ireland,180,Dem. Rep. of the Congo,Export,162,2015
724,Spain,84,Belize,Export,162,2015
276,Germany,690,Seychelles,Export,162,2015
554,New Zealand,246,Finland,Export,162,2015
392,Japan,688,Serbia,Export,162,2015
344,"China, Hong Kong SAR",108,Burundi,Export,161,2015
554,New Zealand,462,Maldives,Export,161,2015
484,Mexico,428,Latvia,Export,161,2015
442,Luxembourg,764,Thailand,Export,161,2015
642,Romania,795,Turkmenistan,Export,161,2015
124,Canada,466,Mali,Export,160,2015
124,Canada,600,Paraguay,Export,160,2015
196,Cyprus,36,Australia,Export,160,2015
792,Turkey,270,Gambia,Export,160,2015
616,Poland,839,Special Categories,Export,159,2015
616,Poland,768,Togo,Export,159,2015
344,"China, Hong Kong SAR",242,Fiji,Export,159,2015
458,Malaysia,44,Bahamas,Export,158,2015
392,Japan,585,Palau,Export,158,2015
724,Spain,270,Gambia,Export,158,2015
752,Sweden,780,Trinidad and Tobago,Export,157,2015
233,Estonia,364,Iran,Export,157,2015
196,Cyprus,642,Romania,Export,157,2015
246,Finland,626,Timor-Leste,Export,157,2015
381,Italy,524,Nepal,Export,157,2015
826,United Kingdom,524,Nepal,Export,156,2015
554,New Zealand,170,Colombia,Export,156,2015
246,Finland,222,El Salvador,Export,156,2015
251,France,388,Jamaica,Export,156,2015
752,Sweden,716,Zimbabwe,Export,156,2015
36,Australia,780,Trinidad and Tobago,Export,156,2015
792,Turkey,68,Bolivia (Plurinational State of),Export,155,2015
276,Germany,84,Belize,Export,155,2015
757,Switzerland,68,Bolivia (Plurinational State of),Export,155,2015
392,Japan,112,Belarus,Export,155,2015
124,Canada,666,Saint Pierre and Miquelon,Export,155,2015
352,Iceland,804,Ukraine,Export,155,2015
392,Japan,64,Bhutan,Export,154,2015
826,United Kingdom,499,Montenegro,Export,154,2015
251,France,270,Gambia,Export,153,2015
222,El Salvador,388,Jamaica,Export,153,2015
579,Norway,558,Nicaragua,Export,152,2015
196,Cyprus,251,France,Export,151,2015
300,Greece,28,Antigua and Barbuda,Export,151,2015
348,Hungary,51,Armenia,Export,151,2015
752,Sweden,180,Dem. Rep. of the Congo,Export,150,2015
124,Canada,462,Maldives,Export,150,2015
352,Iceland,36,Australia,Export,150,2015
352,Iceland,410,Rep. of Korea,Export,150,2015
458,Malaysia,258,French Polynesia,Export,150,2015
320,Guatemala,554,New Zealand,Export,150,2015
642,Romania,860,Uzbekistan,Export,150,2015
554,New Zealand,858,Uruguay,Export,149,2015
458,Malaysia,418,Lao People's Dem. Rep.,Export,149,2015
442,Luxembourg,634,Qatar,Export,148,2015
203,Czech Rep.,231,Ethiopia,Export,148,2015
300,Greece,586,Pakistan,Export,148,2015
554,New Zealand,40,Austria,Export,148,2015
705,Slovenia,504,Morocco,Export,148,2015
826,United Kingdom,234,Faeroe Isds,Export,148,2015
392,Japan,450,Madagascar,Export,148,2015
191,Croatia,428,Latvia,Export,148,2015
724,Spain,258,French Polynesia,Export,148,2015
344,"China, Hong Kong SAR",807,TFYR of Macedonia,Export,148,2015
620,Portugal,352,Iceland,Export,147,2015
233,Estonia,376,Israel,Export,147,2015
392,Japan,882,Samoa,Export,147,2015
616,Poland,120,Cameroon,Export,147,2015
251,France,706,Somalia,Export,147,2015
381,Italy,234,Faeroe Isds,Export,146,2015
554,New Zealand,222,El Salvador,Export,146,2015
442,Luxembourg,292,Gibraltar,Export,145,2015
579,Norway,188,Costa Rica,Export,145,2015
191,Croatia,76,Brazil,Export,145,2015
100,Bulgaria,586,Pakistan,Export,145,2015
222,El Salvador,458,Malaysia,Export,145,2015
381,Italy,332,Haiti,Export,145,2015
246,Finland,214,Dominican Rep.,Export,145,2015
348,Hungary,68,Bolivia (Plurinational State of),Export,145,2015
36,Australia,398,Kazakhstan,Export,145,2015
124,Canada,768,Togo,Export,144,2015
642,Romania,292,Gibraltar,Export,144,2015
442,Luxembourg,566,Nigeria,Export,144,2015
381,Italy,454,Malawi,Export,144,2015
36,Australia,894,Zambia,Export,143,2015
842,USA,646,Rwanda,Export,143,2015
579,Norway,414,Kuwait,Export,143,2015
440,Lithuania,704,Viet Nam,Export,143,2015
705,Slovenia,414,Kuwait,Export,142,2015
36,Australia,222,El Salvador,Export,142,2015
203,Czech Rep.,214,Dominican Rep.,Export,142,2015
152,Chile,388,Jamaica,Export,142,2015
579,Norway,266,Gabon,Export,141,2015
344,"China, Hong Kong SAR",516,Namibia,Export,141,2015
724,Spain,887,Yemen,Export,141,2015
208,Denmark,70,Bosnia Herzegovina,Export,141,2015
458,Malaysia,222,El Salvador,Export,140,2015
757,Switzerland,533,Aruba,Export,140,2015
246,Finland,196,Cyprus,Export,140,2015
246,Finland,368,Iraq,Export,139,2015
251,France,418,Lao People's Dem. Rep.,Export,139,2015
442,Luxembourg,458,Malaysia,Export,139,2015
36,Australia,854,Burkina Faso,Export,139,2015
348,Hungary,48,Bahrain,Export,139,2015
251,France,762,Tajikistan,Export,139,2015
792,Turkey,232,Eritrea,Export,139,2015
752,Sweden,266,Gabon,Export,139,2015
826,United Kingdom,496,Mongolia,Export,138,2015
752,Sweden,558,Nicaragua,Export,138,2015
458,Malaysia,694,Sierra Leone,Export,138,2015
124,Canada,581,United States Minor Outlying Islands,Export,138,2015
842,USA,776,Tonga,Export,138,2015
579,Norway,304,Greenland,Export,138,2015
392,Japan,90,Solomon Isds,Export,138,2015
826,United Kingdom,558,Nicaragua,Export,138,2015
381,Italy,598,Papua New Guinea,Export,137,2015
208,Denmark,516,Namibia,Export,137,2015
440,Lithuania,688,Serbia,Export,137,2015
392,Japan,728,South Sudan,Export,137,2015
191,Croatia,484,Mexico,Export,137,2015
792,Turkey,116,Cambodia,Export,137,2015
703,Slovakia,368,Iraq,Export,137,2015
392,Japan,854,Burkina Faso,Export,136,2015
442,Luxembourg,31,Azerbaijan,Export,136,2015
752,Sweden,52,Barbados,Export,136,2015
440,Lithuania,504,Morocco,Export,136,2015
604,Peru,702,Singapore,Export,136,2015
757,Switzerland,340,Honduras,Export,136,2015
381,Italy,275,State of Palestine,Export,136,2015
276,Germany,304,Greenland,Export,135,2015
196,Cyprus,899,"Areas, nes",Export,135,2015
352,Iceland,490,"Other Asia, nes",Export,135,2015
196,Cyprus,616,Poland,Export,135,2015
484,Mexico,44,Bahamas,Export,135,2015
752,Sweden,496,Mongolia,Export,135,2015
191,Croatia,804,Ukraine,Export,135,2015
591,Panama,484,Mexico,Export,135,2015
752,Sweden,524,Nepal,Export,135,2015
792,Turkey,44,Bahamas,Export,135,2015
604,Peru,192,Cuba,Export,134,2015
458,Malaysia,496,Mongolia,Export,134,2015
300,Greece,554,New Zealand,Export,134,2015
392,Japan,258,French Polynesia,Export,134,2015
392,Japan,498,Rep. of Moldova,Export,134,2015
203,Czech Rep.,218,Ecuador,Export,134,2015
300,Greece,152,Chile,Export,134,2015
124,Canada,688,Serbia,Export,134,2015
826,United Kingdom,242,Fiji,Export,134,2015
826,United Kingdom,20,Andorra,Export,133,2015
372,Ireland,894,Zambia,Export,133,2015
616,Poland,568,"Other Europe, nes",Export,133,2015
246,Finland,72,Botswana,Export,133,2015
196,Cyprus,699,India,Export,133,2015
484,Mexico,100,Bulgaria,Export,133,2015
752,Sweden,760,Syria,Export,132,2015
320,Guatemala,434,Libya,Export,132,2015
233,Estonia,704,Viet Nam,Export,132,2015
724,Spain,674,San Marino,Export,132,2015
703,Slovakia,566,Nigeria,Export,132,2015
620,Portugal,320,Guatemala,Export,132,2015
705,Slovenia,729,Sudan,Export,131,2015
757,Switzerland,180,Dem. Rep. of the Congo,Export,131,2015
703,Slovakia,400,Jordan,Export,131,2015
36,Australia,454,Malawi,Export,131,2015
620,Portugal,222,El Salvador,Export,131,2015
191,Croatia,196,Cyprus,Export,131,2015
757,Switzerland,887,Yemen,Export,130,2015
222,El Salvador,84,Belize,Export,130,2015
276,Germany,136,Cayman Isds,Export,130,2015
300,Greece,729,Sudan,Export,130,2015
392,Japan,28,Antigua and Barbuda,Export,129,2015
752,Sweden,508,Mozambique,Export,129,2015
703,Slovakia,470,Malta,Export,129,2015
152,Chile,288,Ghana,Export,128,2015
484,Mexico,52,Barbados,Export,128,2015
484,Mexico,705,Slovenia,Export,128,2015
36,Australia,620,Portugal,Export,128,2015
752,Sweden,862,Venezuela,Export,128,2015
124,Canada,531,Cura神ao,Export,127,2015
208,Denmark,498,Rep. of Moldova,Export,127,2015
752,Sweden,807,TFYR of Macedonia,Export,126,2015
458,Malaysia,180,Dem. Rep. of the Congo,Export,126,2015
344,"China, Hong Kong SAR",498,Rep. of Moldova,Export,126,2015
458,Malaysia,226,Equatorial Guinea,Export,125,2015
208,Denmark,534,Saint Maarten,Export,125,2015
196,Cyprus,643,Russian Federation,Export,125,2015
484,Mexico,788,Tunisia,Export,125,2015
196,Cyprus,40,Austria,Export,125,2015
757,Switzerland,178,Congo,Export,125,2015
222,El Salvador,170,Colombia,Export,125,2015
208,Denmark,788,Tunisia,Export,125,2015
352,Iceland,246,Finland,Export,125,2015
440,Lithuania,508,Mozambique,Export,125,2015
208,Denmark,4,Afghanistan,Export,124,2015
620,Portugal,231,Ethiopia,Export,124,2015
348,Hungary,120,Cameroon,Export,124,2015
703,Slovakia,860,Uzbekistan,Export,124,2015
554,New Zealand,422,Lebanon,Export,124,2015
579,Norway,780,Trinidad and Tobago,Export,124,2015
591,Panama,410,Rep. of Korea,Export,124,2015
381,Italy,568,"Other Europe, nes",Export,123,2015
372,Ireland,24,Angola,Export,123,2015
36,Australia,384,C衰te d'Ivoire,Export,123,2015
372,Ireland,70,Bosnia Herzegovina,Export,123,2015
352,Iceland,372,Ireland,Export,123,2015
251,France,316,Guam,Export,123,2015
484,Mexico,804,Ukraine,Export,123,2015
458,Malaysia,795,Turkmenistan,Export,123,2015
344,"China, Hong Kong SAR",426,Lesotho,Export,123,2015
344,"China, Hong Kong SAR",795,Turkmenistan,Export,123,2015
442,Luxembourg,608,Philippines,Export,122,2015
752,Sweden,92,Br. Virgin Isds,Export,122,2015
442,Luxembourg,586,Pakistan,Export,122,2015
620,Portugal,899,"Areas, nes",Export,121,2015
191,Croatia,899,"Areas, nes",Export,121,2015
208,Denmark,320,Guatemala,Export,121,2015
372,Ireland,729,Sudan,Export,121,2015
703,Slovakia,862,Venezuela,Export,121,2015
124,Canada,268,Georgia,Export,121,2015
352,Iceland,300,Greece,Export,121,2015
616,Poland,188,Costa Rica,Export,121,2015
300,Greece,458,Malaysia,Export,121,2015
620,Portugal,404,Kenya,Export,121,2015
705,Slovenia,152,Chile,Export,121,2015
752,Sweden,800,Uganda,Export,121,2015
152,Chile,233,Estonia,Export,121,2015
124,Canada,454,Malawi,Export,120,2015
348,Hungary,288,Ghana,Export,120,2015
620,Portugal,180,Dem. Rep. of the Congo,Export,120,2015
203,Czech Rep.,729,Sudan,Export,120,2015
579,Norway,404,Kenya,Export,120,2015
203,Czech Rep.,834,United Rep. of Tanzania,Export,120,2015
705,Slovenia,496,Mongolia,Export,120,2015
246,Finland,795,Turkmenistan,Export,120,2015
757,Switzerland,120,Cameroon,Export,119,2015
320,Guatemala,50,Bangladesh,Export,119,2015
348,Hungary,352,Iceland,Export,119,2015
203,Czech Rep.,266,Gabon,Export,119,2015
705,Slovenia,368,Iraq,Export,119,2015
208,Denmark,760,Syria,Export,118,2015
300,Greece,112,Belarus,Export,118,2015
196,Cyprus,702,Singapore,Export,118,2015
344,"China, Hong Kong SAR",148,Chad,Export,118,2015
276,Germany,270,Gambia,Export,118,2015
752,Sweden,887,Yemen,Export,117,2015
442,Luxembourg,504,Morocco,Export,117,2015
705,Slovenia,400,Jordan,Export,117,2015
826,United Kingdom,706,Somalia,Export,117,2015
826,United Kingdom,646,Rwanda,Export,117,2015
208,Denmark,222,El Salvador,Export,117,2015
752,Sweden,450,Madagascar,Export,117,2015
458,Malaysia,332,Haiti,Export,117,2015
222,El Salvador,56,Belgium,Export,116,2015
724,Spain,52,Barbados,Export,116,2015
196,Cyprus,764,Thailand,Export,116,2015
757,Switzerland,388,Jamaica,Export,116,2015
208,Denmark,807,TFYR of Macedonia,Export,116,2015
203,Czech Rep.,144,Sri Lanka,Export,116,2015
233,Estonia,414,Kuwait,Export,116,2015
724,Spain,740,Suriname,Export,116,2015
344,"China, Hong Kong SAR",266,Gabon,Export,116,2015
124,Canada,417,Kyrgyzstan,Export,116,2015
196,Cyprus,100,Bulgaria,Export,115,2015
620,Portugal,112,Belarus,Export,115,2015
124,Canada,762,Tajikistan,Export,115,2015
36,Australia,320,Guatemala,Export,115,2015
300,Greece,214,Dominican Rep.,Export,115,2015
300,Greece,398,Kazakhstan,Export,115,2015
348,Hungary,686,Senegal,Export,115,2015
442,Luxembourg,50,Bangladesh,Export,115,2015
579,Norway,586,Pakistan,Export,115,2015
203,Czech Rep.,524,Nepal,Export,115,2015
203,Czech Rep.,496,Mongolia,Export,114,2015
642,Romania,288,Ghana,Export,114,2015
320,Guatemala,384,C衰te d'Ivoire,Export,114,2015
792,Turkey,92,Br. Virgin Isds,Export,114,2015
233,Estonia,620,Portugal,Export,114,2015
458,Malaysia,8,Albania,Export,114,2015
484,Mexico,328,Guyana,Export,114,2015
757,Switzerland,716,Zimbabwe,Export,113,2015
203,Czech Rep.,800,Uganda,Export,113,2015
392,Japan,324,Guinea,Export,113,2015
300,Greece,60,Bermuda,Export,113,2015
36,Australia,466,Mali,Export,113,2015
826,United Kingdom,332,Haiti,Export,113,2015
372,Ireland,384,C衰te d'Ivoire,Export,113,2015
752,Sweden,204,Benin,Export,113,2015
604,Peru,233,Estonia,Export,113,2015
276,Germany,140,Central African Rep.,Export,112,2015
124,Canada,324,Guinea,Export,112,2015
703,Slovakia,192,Cuba,Export,112,2015
757,Switzerland,116,Cambodia,Export,112,2015
208,Denmark,340,Honduras,Export,112,2015
100,Bulgaria,795,Turkmenistan,Export,112,2015
826,United Kingdom,84,Belize,Export,112,2015
124,Canada,31,Azerbaijan,Export,112,2015
344,"China, Hong Kong SAR",51,Armenia,Export,112,2015
196,Cyprus,729,Sudan,Export,111,2015
842,USA,499,Montenegro,Export,111,2015
392,Japan,646,Rwanda,Export,111,2015
616,Poland,762,Tajikistan,Export,111,2015
208,Denmark,24,Angola,Export,111,2015
300,Greece,51,Armenia,Export,111,2015
348,Hungary,780,Trinidad and Tobago,Export,111,2015
642,Romania,568,"Other Europe, nes",Export,111,2015
392,Japan,694,Sierra Leone,Export,110,2015
604,Peru,372,Ireland,Export,110,2015
372,Ireland,214,Dominican Rep.,Export,110,2015
484,Mexico,196,Cyprus,Export,110,2015
124,Canada,860,Uzbekistan,Export,110,2015
222,El Salvador,826,United Kingdom,Export,109,2015
300,Greece,50,Bangladesh,Export,109,2015
124,Canada,4,Afghanistan,Export,109,2015
300,Greece,512,Oman,Export,109,2015
705,Slovenia,634,Qatar,Export,109,2015
705,Slovenia,417,Kyrgyzstan,Export,108,2015
792,Turkey,328,Guyana,Export,108,2015
276,Germany,533,Aruba,Export,108,2015
320,Guatemala,400,Jordan,Export,108,2015
191,Croatia,504,Morocco,Export,108,2015
203,Czech Rep.,340,Honduras,Export,108,2015
642,Romania,178,Congo,Export,108,2015
